filename,category,round1,round2,verdict
2023_thrilled_your_progress_large_language_models_gpt.pdf,A_automated_grading,YES,NO,ROUND_1_ONLY
2023_thrilled_your_progress_large_language_models_gpt.pdf,B_authentic_assessment,YES,NO,ROUND_1_ONLY
2023_thrilled_your_progress_large_language_models_gpt.pdf,D_formative_adaptive,YES,NO,ROUND_1_ONLY
2023_thrilled_your_progress_large_language_models_gpt.pdf,G_review_methodology,YES,NO,ROUND_1_ONLY
2023_understanding_geospatial_skills_chatgpt_taking_geographic_information.pdf,C_academic_integrity,YES,NO,ROUND_1_ONLY
2024_.pdf,A_automated_grading,YES,NO,ROUND_1_ONLY
2024_.pdf,C_academic_integrity,YES,NO,ROUND_1_ONLY
2024_.pdf,E_ethics_policy,YES,NO,ROUND_1_ONLY
2024_.pdf,F_perception_affect,YES,NO,ROUND_1_ONLY
2024__2590.pdf,C_academic_integrity,YES,NO,ROUND_1_ONLY
2024__2590.pdf,D_formative_adaptive,NO,YES,ROUND_2_ONLY
2024__2590.pdf,E_ethics_policy,YES,NO,ROUND_1_ONLY
2024__2590.pdf,G_review_methodology,NO,YES,ROUND_2_ONLY
2024__2591.pdf,A_automated_grading,YES,NO,ROUND_1_ONLY
2024__2591.pdf,B_authentic_assessment,YES,NO,ROUND_1_ONLY
2024__2591.pdf,C_academic_integrity,NO,YES,ROUND_2_ONLY
2024__2591.pdf,F_perception_affect,YES,NO,ROUND_1_ONLY
2024__2592.pdf,C_academic_integrity,YES,NO,ROUND_1_ONLY
2024__2592.pdf,D_formative_adaptive,YES,NO,ROUND_1_ONLY
2024__2595.pdf,B_authentic_assessment,YES,NO,ROUND_1_ONLY
2024__2595.pdf,D_formative_adaptive,NO,YES,ROUND_2_ONLY
2024__2595.pdf,E_ethics_policy,NO,YES,ROUND_2_ONLY
2024__2595.pdf,G_review_methodology,YES,NO,ROUND_1_ONLY
2024__2598.pdf,B_authentic_assessment,YES,NO,ROUND_1_ONLY
2024__2598.pdf,F_perception_affect,YES,NO,ROUND_1_ONLY
2024__2598.pdf,G_review_methodology,YES,NO,ROUND_1_ONLY
2024__2599.pdf,D_formative_adaptive,NO,YES,ROUND_2_ONLY
2024__2599.pdf,F_perception_affect,YES,NO,ROUND_1_ONLY
2024__2599.pdf,G_review_methodology,YES,NO,ROUND_1_ONLY
2024__2604.pdf,B_authentic_assessment,YES,NO,ROUND_1_ONLY
2024__2604.pdf,D_formative_adaptive,YES,NO,ROUND_1_ONLY
2024__2604.pdf,F_perception_affect,YES,NO,ROUND_1_ONLY
2024__2604.pdf,G_review_methodology,YES,NO,ROUND_1_ONLY
2024__2609.pdf,B_authentic_assessment,YES,NO,ROUND_1_ONLY
2024__2609.pdf,D_formative_adaptive,YES,NO,ROUND_1_ONLY
2024__2609.pdf,E_ethics_policy,NO,YES,ROUND_2_ONLY
2024_ai_grading_standup_updates_improve_project_learning.pdf,A_automated_grading,YES,NO,ROUND_1_ONLY
2024_ai_grading_standup_updates_improve_project_learning.pdf,F_perception_affect,YES,NO,ROUND_1_ONLY
2024_ai_grading_standup_updates_improve_project_learning.pdf,G_review_methodology,YES,NO,ROUND_1_ONLY
2024_ai_teaches_art_elegant_coding_timely_fair.pdf,A_automated_grading,YES,NO,ROUND_1_ONLY
2024_ai_teaches_art_elegant_coding_timely_fair.pdf,D_formative_adaptive,YES,NO,ROUND_1_ONLY
2024_ai_teaches_art_elegant_coding_timely_fair.pdf,G_review_methodology,YES,NO,ROUND_1_ONLY
2024_applications_implication_generative_ai_non_stem_disciplines.pdf,D_formative_adaptive,NO,YES,ROUND_2_ONLY
2024_applications_implication_generative_ai_non_stem_disciplines.pdf,G_review_methodology,YES,NO,ROUND_1_ONLY
2024_asag2024_combined_benchmark_short_answer_grading.pdf,A_automated_grading,YES,NO,ROUND_1_ONLY
2024_asag2024_combined_benchmark_short_answer_grading.pdf,D_formative_adaptive,YES,NO,ROUND_1_ONLY
2024_asag2024_combined_benchmark_short_answer_grading.pdf,G_review_methodology,YES,NO,ROUND_1_ONLY
2024_assessing_ai_detectors_identifying_ai_generated_code.pdf,C_academic_integrity,YES,NO,ROUND_1_ONLY
2024_assessing_ai_detectors_identifying_ai_generated_code.pdf,G_review_methodology,YES,NO,ROUND_1_ONLY
2024_assessing_learning_computer_programing_skills_age_generative.pdf,G_review_methodology,YES,NO,ROUND_1_ONLY
2024_assistance_misconduct_unpacking_complex_role_generative_ai.pdf,D_formative_adaptive,YES,NO,ROUND_1_ONLY
2024_assistance_misconduct_unpacking_complex_role_generative_ai.pdf,F_perception_affect,YES,NO,ROUND_1_ONLY
2024_assistance_misconduct_unpacking_complex_role_generative_ai.pdf,G_review_methodology,YES,NO,ROUND_1_ONLY
2024_automated_detection_ai_obfuscated_plagiarism_modeling_assignments.pdf,A_automated_grading,YES,NO,ROUND_1_ONLY
2024_automated_detection_ai_obfuscated_plagiarism_modeling_assignments.pdf,C_academic_integrity,YES,NO,ROUND_1_ONLY
2024_automated_detection_ai_obfuscated_plagiarism_modeling_assignments.pdf,G_review_methodology,YES,NO,ROUND_1_ONLY
2024_automatic_grading_short_answers_large_language_models.pdf,A_automated_grading,YES,NO,ROUND_1_ONLY
2024_automatic_grading_short_answers_large_language_models.pdf,D_formative_adaptive,YES,NO,ROUND_1_ONLY
2024_automating_autograding_large_language_models_test_suite.pdf,G_review_methodology,YES,NO,ROUND_1_ONLY
2024_automating_human_tutor_style_programming_feedback_leveraging.pdf,A_automated_grading,YES,NO,ROUND_1_ONLY
2024_avert_authorship_verification_evaluation_through_responsive_testing.pdf,D_formative_adaptive,NO,YES,ROUND_2_ONLY
2024_avert_authorship_verification_evaluation_through_responsive_testing.pdf,F_perception_affect,YES,NO,ROUND_1_ONLY
2024_avert_authorship_verification_evaluation_through_responsive_testing.pdf,G_review_methodology,YES,NO,ROUND_1_ONLY
2024_benchmark_testing_capabilities_llms_assessing_quality_multiple.pdf,G_review_methodology,YES,NO,ROUND_1_ONLY
2024_beyond_hype_perceptions_realities_large_language_models.pdf,C_academic_integrity,YES,NO,ROUND_1_ONLY
2024_beyond_hype_perceptions_realities_large_language_models.pdf,G_review_methodology,NO,YES,ROUND_2_ONLY
2024_beyond_scores_modular_rag_system_automatic_short.pdf,A_automated_grading,YES,NO,ROUND_1_ONLY
2024_beyond_scores_modular_rag_system_automatic_short.pdf,D_formative_adaptive,YES,NO,ROUND_1_ONLY
2024_beyond_scores_modular_rag_system_automatic_short.pdf,G_review_methodology,YES,NO,ROUND_1_ONLY
2024_beyond_traditional_teaching_large_language_models_simulated.pdf,C_academic_integrity,YES,NO,ROUND_1_ONLY
2024_beyond_traditional_teaching_large_language_models_simulated.pdf,D_formative_adaptive,YES,NO,ROUND_1_ONLY
2024_beyond_traditional_teaching_large_language_models_simulated.pdf,E_ethics_policy,YES,NO,ROUND_1_ONLY
2024_beyond_traditional_teaching_large_language_models_simulated.pdf,G_review_methodology,YES,NO,ROUND_1_ONLY
2024_board_48_perceptions_chatgpt_engineering_education_2022.pdf,D_formative_adaptive,YES,NO,ROUND_1_ONLY
2024_board_48_perceptions_chatgpt_engineering_education_2022.pdf,E_ethics_policy,YES,NO,ROUND_1_ONLY
2024_board_48_perceptions_chatgpt_engineering_education_2022.pdf,G_review_methodology,YES,NO,ROUND_1_ONLY
2024_bob_bot_exploring_chatgpt_s_answers_university.pdf,B_authentic_assessment,YES,NO,ROUND_1_ONLY
2024_bob_bot_exploring_chatgpt_s_answers_university.pdf,D_formative_adaptive,YES,NO,ROUND_1_ONLY
2024_bob_bot_exploring_chatgpt_s_answers_university.pdf,E_ethics_policy,NO,YES,ROUND_2_ONLY
2024_characterizing_computing_students_use_generative_ai.pdf,C_academic_integrity,YES,NO,ROUND_1_ONLY
2024_characterizing_computing_students_use_generative_ai.pdf,F_perception_affect,YES,NO,ROUND_1_ONLY
2024_characterizing_computing_students_use_generative_ai.pdf,G_review_methodology,YES,NO,ROUND_1_ONLY
2024_chatgpt_cheat_detection_cs1_program_autograding_system.pdf,C_academic_integrity,YES,NO,ROUND_1_ONLY
2024_chatgpt_cheat_detection_cs1_program_autograding_system.pdf,D_formative_adaptive,YES,NO,ROUND_1_ONLY
2024_chatgpt_classroom_analysis_strengths_weaknesses_solving_undergraduate.pdf,A_automated_grading,YES,NO,ROUND_1_ONLY
2024_chatgpt_classroom_analysis_strengths_weaknesses_solving_undergraduate.pdf,C_academic_integrity,YES,NO,ROUND_1_ONLY
2024_chatgpt_classroom_analysis_strengths_weaknesses_solving_undergraduate.pdf,D_formative_adaptive,YES,NO,ROUND_1_ONLY
2024_chatgpt_classroom_analysis_strengths_weaknesses_solving_undergraduate.pdf,F_perception_affect,YES,NO,ROUND_1_ONLY
2024_chatgpt_classroom_analysis_strengths_weaknesses_solving_undergraduate.pdf,G_review_methodology,YES,NO,ROUND_1_ONLY
2024_chatgpt_has_eaten_my_assignment_student_centric.pdf,C_academic_integrity,NO,YES,ROUND_2_ONLY
2024_chatgpt_has_eaten_my_assignment_student_centric.pdf,G_review_methodology,YES,NO,ROUND_1_ONLY
2024_cheaters_ai_enhanced_learners_consequences_chatgpt_programming.pdf,C_academic_integrity,YES,NO,ROUND_1_ONLY
2024_cheaters_ai_enhanced_learners_consequences_chatgpt_programming.pdf,D_formative_adaptive,NO,YES,ROUND_2_ONLY
2024_cheaters_ai_enhanced_learners_consequences_chatgpt_programming.pdf,E_ethics_policy,YES,NO,ROUND_1_ONLY
2024_cheaters_ai_enhanced_learners_consequences_chatgpt_programming.pdf,G_review_methodology,NO,YES,ROUND_2_ONLY
2024_code_generation_grading_evaluating_auto_grading_mechanism.pdf,A_automated_grading,YES,NO,ROUND_1_ONLY
2024_code_generation_grading_evaluating_auto_grading_mechanism.pdf,C_academic_integrity,YES,NO,ROUND_1_ONLY
2024_code_generation_grading_evaluating_auto_grading_mechanism.pdf,D_formative_adaptive,YES,NO,ROUND_1_ONLY
2024_code_generation_grading_evaluating_auto_grading_mechanism.pdf,F_perception_affect,YES,NO,ROUND_1_ONLY
2024_code_generation_grading_evaluating_auto_grading_mechanism.pdf,G_review_methodology,YES,NO,ROUND_1_ONLY
2024_college_exam_grader_llm_ai_models.pdf,A_automated_grading,YES,NO,ROUND_1_ONLY
2024_college_exam_grader_llm_ai_models.pdf,E_ethics_policy,NO,YES,ROUND_2_ONLY
2024_college_exam_grader_llm_ai_models.pdf,G_review_methodology,YES,NO,ROUND_1_ONLY
2024_combining_llm_generated_test_feedback_mooc_programming.pdf,G_review_methodology,YES,NO,ROUND_1_ONLY
2024_cs1_llm_integrating_llms_cs1_instruction.pdf,D_formative_adaptive,YES,NO,ROUND_1_ONLY
2024_cs1_llm_integrating_llms_cs1_instruction.pdf,G_review_methodology,YES,NO,ROUND_1_ONLY
2024_decoding_academic_integrity_policies_corpus_linguistics_investigation.pdf,B_authentic_assessment,YES,NO,ROUND_1_ONLY
2024_decoding_academic_integrity_policies_corpus_linguistics_investigation.pdf,D_formative_adaptive,YES,NO,ROUND_1_ONLY
2024_decoding_academic_integrity_policies_corpus_linguistics_investigation.pdf,F_perception_affect,YES,NO,ROUND_1_ONLY
2024_decoding_academic_integrity_policies_corpus_linguistics_investigation.pdf,G_review_methodology,YES,NO,ROUND_1_ONLY
2024_detecting_llm_generated_text_computing_education_comparative.pdf,G_review_methodology,YES,NO,ROUND_1_ONLY
2024_does_improvement_ai_tools_necessitate_different_approach.pdf,F_perception_affect,YES,NO,ROUND_1_ONLY
2024_does_industry_5_0_need_engineering_education.pdf,C_academic_integrity,YES,NO,ROUND_1_ONLY
2024_does_industry_5_0_need_engineering_education.pdf,F_perception_affect,YES,NO,ROUND_1_ONLY
2024_effective_generative_ai_implementation_developing_country_universities.pdf,G_review_methodology,YES,NO,ROUND_1_ONLY
2024_engineering_assessment_age_generative_artificial_intelligence_critical.pdf,B_authentic_assessment,YES,NO,ROUND_1_ONLY
2024_engineering_assessment_age_generative_artificial_intelligence_critical.pdf,D_formative_adaptive,YES,NO,ROUND_1_ONLY
2024_engineering_assessment_age_generative_artificial_intelligence_critical.pdf,E_ethics_policy,NO,YES,ROUND_2_ONLY
2024_enhancing_engineering_education_through_llm_driven_adaptive.pdf,G_review_methodology,YES,NO,ROUND_1_ONLY
2024_enhancing_llm_feedback_insights_intelligent_tutoring_systems.pdf,A_automated_grading,YES,NO,ROUND_1_ONLY
2024_enhancing_llm_feedback_insights_intelligent_tutoring_systems.pdf,E_ethics_policy,YES,NO,ROUND_1_ONLY
2024_enhancing_llm_feedback_insights_intelligent_tutoring_systems.pdf,G_review_methodology,YES,NO,ROUND_1_ONLY
2024_enhancing_performance_factor_analysis_through_skill_profile.pdf,G_review_methodology,YES,NO,ROUND_1_ONLY
2024_enhancing_stem_education_chatgpt_case_study_developing.pdf,A_automated_grading,YES,NO,ROUND_1_ONLY
2024_enhancing_stem_education_chatgpt_case_study_developing.pdf,C_academic_integrity,YES,NO,ROUND_1_ONLY
2024_ethical_use_generative_ai_engineering_assessing_students.pdf,G_review_methodology,YES,NO,ROUND_1_ONLY
2024_evalquiz_llm_automated_generation_self_assessment_quizzes.pdf,D_formative_adaptive,YES,NO,ROUND_1_ONLY
2024_evalquiz_llm_automated_generation_self_assessment_quizzes.pdf,G_review_methodology,YES,NO,ROUND_1_ONLY
2024_evaluating_chatgpt_s_efficacy_qualitative_analysis_engineering.pdf,E_ethics_policy,NO,YES,ROUND_2_ONLY
2024_evaluating_chatgpt_s_performance_euus_ehealth_work.pdf,G_review_methodology,YES,NO,ROUND_1_ONLY
2024_evaluating_impact_unrestricted_genai_usage_experiential_learning.pdf,D_formative_adaptive,YES,NO,ROUND_1_ONLY
2024_evaluating_impact_unrestricted_genai_usage_experiential_learning.pdf,F_perception_affect,YES,NO,ROUND_1_ONLY
2024_evaluating_impact_unrestricted_genai_usage_experiential_learning.pdf,G_review_methodology,YES,NO,ROUND_1_ONLY
2024_evaluating_large_language_model_accuracy_structured_academic.pdf,A_automated_grading,YES,NO,ROUND_1_ONLY
2024_evaluating_large_language_model_accuracy_structured_academic.pdf,E_ethics_policy,NO,YES,ROUND_2_ONLY
2024_evaluating_large_language_model_accuracy_structured_academic.pdf,G_review_methodology,YES,NO,ROUND_1_ONLY
2024_evaluating_transforming_you_your_colleagues_assessments_age.pdf,B_authentic_assessment,YES,NO,ROUND_1_ONLY
2024_evaluating_transforming_you_your_colleagues_assessments_age.pdf,G_review_methodology,YES,NO,ROUND_1_ONLY
2024_evaluation_utilization_generative_artificial_intelligence_tools_among.pdf,D_formative_adaptive,NO,YES,ROUND_2_ONLY
2024_evaluation_utilization_generative_artificial_intelligence_tools_among.pdf,F_perception_affect,YES,NO,ROUND_1_ONLY
2024_examining_students_beliefs_use_chatgpt_engineering.pdf,C_academic_integrity,YES,NO,ROUND_1_ONLY
2024_examining_students_beliefs_use_chatgpt_engineering.pdf,G_review_methodology,YES,NO,ROUND_1_ONLY
2024_examples_tutorials_google_colab_gradio_create_online.pdf,A_automated_grading,YES,NO,ROUND_1_ONLY
2024_examples_tutorials_google_colab_gradio_create_online.pdf,G_review_methodology,YES,NO,ROUND_1_ONLY
2024_experience_report_adopting_ai_usage_policy_software.pdf,C_academic_integrity,YES,NO,ROUND_1_ONLY
2024_explaining_code_purpose_integrated_approach_developing_code.pdf,A_automated_grading,YES,NO,ROUND_1_ONLY
2024_explaining_code_purpose_integrated_approach_developing_code.pdf,C_academic_integrity,YES,NO,ROUND_1_ONLY
2024_explaining_code_purpose_integrated_approach_developing_code.pdf,F_perception_affect,YES,NO,ROUND_1_ONLY
2024_explore_public_s_perspectives_generative_ai_computer.pdf,A_automated_grading,YES,NO,ROUND_1_ONLY
2024_explore_public_s_perspectives_generative_ai_computer.pdf,G_review_methodology,YES,NO,ROUND_1_ONLY
2024_exploring_explainability_transparency_automated_essay_scoring_systems.pdf,F_perception_affect,YES,NO,ROUND_1_ONLY
2024_exploring_explainability_transparency_automated_essay_scoring_systems.pdf,G_review_methodology,YES,NO,ROUND_1_ONLY
2024_exploring_potential_large_language_models_grading_tool.pdf,A_automated_grading,YES,NO,ROUND_1_ONLY
2024_exploring_students_faculty_s_knowledge_attitudes_perceptions.pdf,D_formative_adaptive,NO,YES,ROUND_2_ONLY
2024_exploring_students_faculty_s_knowledge_attitudes_perceptions.pdf,F_perception_affect,YES,NO,ROUND_1_ONLY
2024_exploring_students_faculty_s_knowledge_attitudes_perceptions.pdf,G_review_methodology,YES,NO,ROUND_1_ONLY
2024_faculty_perspectives_undergraduate_use_generative_artificial_intelligence.pdf,A_automated_grading,YES,NO,ROUND_1_ONLY
2024_faculty_perspectives_undergraduate_use_generative_artificial_intelligence.pdf,C_academic_integrity,YES,NO,ROUND_1_ONLY
2024_faculty_perspectives_undergraduate_use_generative_artificial_intelligence.pdf,D_formative_adaptive,YES,NO,ROUND_1_ONLY
2024_feedback_feedback_comparing_classic_natural_language_processing.pdf,A_automated_grading,YES,NO,ROUND_1_ONLY
2024_feedback_feedback_comparing_classic_natural_language_processing.pdf,D_formative_adaptive,YES,NO,ROUND_1_ONLY
2024_feedback_feedback_comparing_classic_natural_language_processing.pdf,F_perception_affect,YES,NO,ROUND_1_ONLY
2024_first_year_cs_students_exploring_identifying_biases.pdf,C_academic_integrity,YES,NO,ROUND_1_ONLY
2024_first_year_cs_students_exploring_identifying_biases.pdf,E_ethics_policy,YES,NO,ROUND_1_ONLY
2024_gauging_capability_artificial_intelligence_chatbot_tools_answer.pdf,B_authentic_assessment,YES,NO,ROUND_1_ONLY
2024_gauging_capability_artificial_intelligence_chatbot_tools_answer.pdf,D_formative_adaptive,NO,YES,ROUND_2_ONLY
2024_gauging_capability_artificial_intelligence_chatbot_tools_answer.pdf,F_perception_affect,YES,NO,ROUND_1_ONLY
2024_gauging_capability_artificial_intelligence_chatbot_tools_answer.pdf,G_review_methodology,YES,NO,ROUND_1_ONLY
2024_generative_ai_cs_education_literature_review_through.pdf,C_academic_integrity,YES,NO,ROUND_1_ONLY
2024_generative_ai_cs_education_literature_review_through.pdf,G_review_methodology,YES,NO,ROUND_1_ONLY
2024_generative_ai_enhanced_academic_writing_stakeholder_centric.pdf,A_automated_grading,YES,NO,ROUND_1_ONLY
2024_generative_ai_enhanced_academic_writing_stakeholder_centric.pdf,C_academic_integrity,YES,NO,ROUND_1_ONLY
2024_generative_ai_enhanced_academic_writing_stakeholder_centric.pdf,D_formative_adaptive,YES,NO,ROUND_1_ONLY
2024_generative_ai_enhanced_academic_writing_stakeholder_centric.pdf,G_review_methodology,YES,NO,ROUND_1_ONLY
2024_generative_ai_graduate_level_capstone_course_design.pdf,C_academic_integrity,YES,NO,ROUND_1_ONLY
2024_generative_ai_graduate_level_capstone_course_design.pdf,G_review_methodology,YES,NO,ROUND_1_ONLY
2024_generative_ai_support_pk_12_teaching_learning.pdf,D_formative_adaptive,YES,NO,ROUND_1_ONLY
2024_generative_ai_support_pk_12_teaching_learning.pdf,E_ethics_policy,YES,NO,ROUND_1_ONLY
2024_generative_artificial_intelligence_tools_software_engineering_courses.pdf,C_academic_integrity,NO,YES,ROUND_2_ONLY
2024_generative_artificial_intelligence_tools_software_engineering_courses.pdf,G_review_methodology,YES,NO,ROUND_1_ONLY
2024_gpt_bert_benchmarking_large_language_models_automated.pdf,G_review_methodology,YES,NO,ROUND_1_ONLY
2024_grading_documentation_machine_learning.pdf,D_formative_adaptive,YES,NO,ROUND_1_ONLY
2024_grading_documentation_machine_learning.pdf,G_review_methodology,YES,NO,ROUND_1_ONLY
2024_grading_programming_assignments_summarization.pdf,A_automated_grading,YES,NO,ROUND_1_ONLY
2024_grading_programming_assignments_summarization.pdf,G_review_methodology,YES,NO,ROUND_1_ONLY
2024_impact_aigc_modern_education_transforming_learning_teaching.pdf,A_automated_grading,YES,NO,ROUND_1_ONLY
2024_impact_aigc_modern_education_transforming_learning_teaching.pdf,C_academic_integrity,YES,NO,ROUND_1_ONLY
2024_impact_aigc_modern_education_transforming_learning_teaching.pdf,E_ethics_policy,NO,YES,ROUND_2_ONLY
2024_impact_aigc_modern_education_transforming_learning_teaching.pdf,G_review_methodology,YES,NO,ROUND_1_ONLY
2024_impacts_generative_ai_engineering_product_design_students.pdf,E_ethics_policy,YES,NO,ROUND_1_ONLY
2024_impacts_generative_ai_engineering_product_design_students.pdf,F_perception_affect,YES,NO,ROUND_1_ONLY
2024_impacts_generative_ai_engineering_product_design_students.pdf,G_review_methodology,YES,NO,ROUND_1_ONLY
2024_incorporating_generative_ai_software_development_education.pdf,C_academic_integrity,YES,NO,ROUND_1_ONLY
2024_incorporating_generative_ai_software_development_education.pdf,D_formative_adaptive,YES,NO,ROUND_1_ONLY
2024_incorporating_generative_ai_software_development_education.pdf,E_ethics_policy,NO,YES,ROUND_2_ONLY
2024_instructional_approaches_complementing_use_generative_artificial_intelligence.pdf,C_academic_integrity,YES,NO,ROUND_1_ONLY
2024_instructional_approaches_complementing_use_generative_artificial_intelligence.pdf,F_perception_affect,YES,NO,ROUND_1_ONLY
2024_instructional_approaches_complementing_use_generative_artificial_intelligence.pdf,G_review_methodology,YES,NO,ROUND_1_ONLY
2024_integrating_large_language_models_engineering_education_redesigning.pdf,C_academic_integrity,NO,YES,ROUND_2_ONLY
2024_integrating_large_language_models_engineering_education_redesigning.pdf,F_perception_affect,YES,NO,ROUND_1_ONLY
2024_interactive_rubric_generator_instructor_s_assessment_prompt.pdf,A_automated_grading,YES,NO,ROUND_1_ONLY
