filename,doi,title,year,publisher,categories,n_categories,word_count
2024_first_year_cs_students_exploring_identifying_biases.pdf,10.1145/3649217.3653596,First Year CS Students Exploring And Identifying Biases and Social Injustices in Text-to-Image Generative AI,2024,,C_academic_integrity|E_ethics_policy|F_perception_affect|G_review_methodology,4,6810
2024_computer_science_education_chatgpt_era_experiences_experiment.pdf,10.3390/math12050629,Computer Science Education in ChatGPT Era: Experiences from an Experiment in a Programming Course for Novice Programmers,2024,,C_academic_integrity|E_ethics_policy|F_perception_affect|G_review_methodology,4,11314
2024_more_robots_coming_large_multimodal_models_chatgpt.pdf,10.1145/3636243.3636247,More Robots are Coming: Large Multimodal Models (ChatGPT) can Solve Visually Diverse Images of Parsons Problems,2024,,C_academic_integrity|E_ethics_policy|F_perception_affect|G_review_methodology,4,8680
2024_wip_post_assessment_processes_given_rise_generative.pdf,10.1109/fie61694.2024.10893183,WIP Post-Assessment Processes Given the Rise of Generative AI: Findings from the Literature,2024,,C_academic_integrity|D_formative_adaptive|E_ethics_policy|F_perception_affect|G_review_methodology,5,4016
2025_integrating_peer_assessment_cycle_chatgpt_stem_education.pdf,10.1111/jcal.13085,,2025,,B_authentic_assessment|D_formative_adaptive|E_ethics_policy|F_perception_affect|G_review_methodology,5,12544
2025_framework_assessment_design_era_generative_ai_case.pdf,10.1109/istem-ed65612.2025.11129352,A Framework for Assessment Design in the Era of Generative AI: Case Study of Take-Home Assignment in Software-related Courses,2025,,B_authentic_assessment|C_academic_integrity|D_formative_adaptive|E_ethics_policy|F_perception_affect|G_review_methodology,6,4564
2025_trust_adoption_generative_ai_university_education_opportunities.pdf,10.1109/educon62633.2025.11016490,"Trust in and Adoption of Generative AI in University Education: Opportunities, Challenges, and Implications",2025,,A_automated_grading|B_authentic_assessment|C_academic_integrity|D_formative_adaptive|E_ethics_policy|F_perception_affect|G_review_methodology,7,7861
2025_subjective_intelligence_framework_generative_ai_stem_education.pdf,10.3390/educsci15121571,Subjective Intelligence: A Framework for Generative AI in STEM Education,2025,,A_automated_grading|B_authentic_assessment|C_academic_integrity|D_formative_adaptive|E_ethics_policy|F_perception_affect|G_review_methodology,7,21995
2026_did_alice_do_wrong_cross_cultural_differences.pdf,10.1145/3776558,Did Alice Do Wrong? Cross-Cultural Differences in Student Perceptions of Generative AI Use in University Computing Education,2026,,C_academic_integrity|D_formative_adaptive|E_ethics_policy|F_perception_affect|G_review_methodology,5,11294
2024_explore_public_s_perspectives_generative_ai_computer.pdf,10.1109/fie61694.2024.10893102,Explore Public's Perspectives on Generative AI in Computer Science (CS) Education: A Social Media Data Analysis,2024,,A_automated_grading|C_academic_integrity|D_formative_adaptive|E_ethics_policy|F_perception_affect|G_review_methodology,6,7232
2026_fighting_fire_fire_llm_assisted_grading_handwritten.pdf,10.1145/3770762.3772615,Fighting Fire with Fire: LLM-Assisted Grading of Handwritten CS Assessments,2026,,A_automated_grading|B_authentic_assessment|C_academic_integrity|D_formative_adaptive|E_ethics_policy|F_perception_affect|G_review_methodology,7,5914
2024_incorporating_generative_ai_software_development_education.pdf,10.1145/3633053.3633057,Incorporating Generative AI into Software Development Education,2024,,B_authentic_assessment|C_academic_integrity|D_formative_adaptive|E_ethics_policy|F_perception_affect,5,3799
2025_analysis_generative_ai_policies_computing_course_syllabi.pdf,10.1145/3641554.3701823,Analysis of Generative AI Policies in Computing Course Syllabi,2025,,B_authentic_assessment|C_academic_integrity|E_ethics_policy|F_perception_affect|G_review_methodology,5,6169
2026_reimagining_feedback_through_generative_ai_engineering_education.pdf,10.1016/j.caeai.2026.100574,Reimagining feedback through generative AI in engineering education,2026,,A_automated_grading|B_authentic_assessment|C_academic_integrity|D_formative_adaptive|E_ethics_policy|F_perception_affect|G_review_methodology,7,14798
2024_decoding_academic_integrity_policies_corpus_linguistics_investigation.pdf,10.1057/s41307-023-00323-2,Decoding Academic Integrity Policies: A Corpus Linguistics Investigation of AI and Other Technological Threats,2024,,B_authentic_assessment|C_academic_integrity|D_formative_adaptive|E_ethics_policy|F_perception_affect|G_review_methodology,6,9866
2025_navigating_chatgpt_asean_higher_education_ethical_pedagogical.pdf,10.1002/cae.70062,Navigating ChatGPT in ASEAN Higher Education: Ethical and Pedagogical Perspectives,2025,,C_academic_integrity|D_formative_adaptive|E_ethics_policy|F_perception_affect|G_review_methodology,5,9033
2025_lessons_learned_embedding_generative_ai_cybersecurity_oriented.pdf,10.1145/3769694.3771131,Lessons Learned from Embedding Generative AI in Cybersecurity-Oriented Computer Science Curricula,2025,,B_authentic_assessment|C_academic_integrity|E_ethics_policy|F_perception_affect|G_review_methodology,5,1619
2025_exploratory_study_senior_computing_uk_academic_faculty.pdf,10.1109/educon62633.2025.11016480,An Exploratory Study of Senior Computing UK Academic Faculty Perspectives on Academic Integrity and Student Cheating,2025,,B_authentic_assessment|C_academic_integrity|E_ethics_policy|F_perception_affect|G_review_methodology,5,9665
2026_impact_generative_artificial_intelligence_education_comprehensive_analysis.pdf,10.1504/ijtel.2026.152749,The impact of generative artificial intelligence on education: a comprehensive analysis of ChatGPT's influence on current research trends,2026,,B_authentic_assessment|E_ethics_policy|F_perception_affect|G_review_methodology,4,39126
2025_educators_adoption_perceptions_generative_ai_tools_higher.pdf,10.1109/cispee64787.2025.11124027,Educators' Adoption and Perceptions of Generative AI Tools in Higher Education,2025,,C_academic_integrity|D_formative_adaptive|E_ethics_policy|F_perception_affect|G_review_methodology,5,5536
2026_comparison_generative_ai_tools_engineering_education_practical.pdf,10.1007/978-3-032-12099-1_56,Comparison of Generative AI Tools in Engineering Education: A Practical Approach,2026,,C_academic_integrity|D_formative_adaptive|E_ethics_policy|F_perception_affect|G_review_methodology,5,12315
2025_exploring_students_familiarity_usage_patterns_perceptions_generative.pdf,10.1109/educon62633.2025.11016320,"Exploring Students' Familiarity, Usage Patterns, and Perceptions of Generative AI Tools in Education",2025,,A_automated_grading|B_authentic_assessment|D_formative_adaptive|E_ethics_policy|F_perception_affect|G_review_methodology,6,8178
2025_designing_guidelines_responsible_genai_usage_computer_science.pdf,10.1109/icetc66579.2025.11387605,Designing Guidelines for Responsible GenAI Usage in Computer Science Education,2025,,C_academic_integrity|D_formative_adaptive|E_ethics_policy|F_perception_affect|G_review_methodology,5,7357
2025_students_attitudes_cheating_before_after_chatgpt.pdf,10.1145/3724363.3729108,Students' Attitudes Towards Cheating Before and After ChatGPT,2025,,B_authentic_assessment|C_academic_integrity|E_ethics_policy|F_perception_affect|G_review_methodology,5,6402
2023_thrilled_your_progress_large_language_models_gpt.pdf,10.1145/3568813.3600142,Thrilled by Your Progress! Large Language Models (GPT-4) No Longer Struggle to Pass Assessments in Higher Education Programming Courses,2023,,B_authentic_assessment|D_formative_adaptive|E_ethics_policy|F_perception_affect|G_review_methodology,5,13609
2024_postgraduate_student_perspective_academic_misconduct_era_essay.pdf,10.1109/educon60312.2024.10578821,The Postgraduate Student Perspective on Academic Misconduct in the Era of Essay Mills and Generative AI: A Case Study from Northeast England,2024,,B_authentic_assessment|C_academic_integrity|E_ethics_policy|F_perception_affect|G_review_methodology,5,6706
2024_navigating_dual_edges_ai_engineering_education_opportunities.pdf,10.1109/fie61694.2024.10893083,"Navigating the Dual Edges of AI in Engineering Education: Opportunities, Challenges, and Societal Readiness",2024,,A_automated_grading|B_authentic_assessment|C_academic_integrity|D_formative_adaptive|E_ethics_policy|F_perception_affect|G_review_methodology,7,5383
2024_beyond_hype_perceptions_realities_large_language_models.pdf,10.1109/educon60312.2024.10578596,Beyond the Hype: Perceptions and Realities of Using Large Language Models in Computer Science Education at an R1 University,2024,,C_academic_integrity|E_ethics_policy|F_perception_affect,3,5062
2024_unveiling_generative_ai_higher_education_insights_engineering.pdf,10.1109/educon60312.2024.10578876,Unveiling Generative AI in Higher Education: Insights from Engineering Students and Professors.,2024,,C_academic_integrity|E_ethics_policy|F_perception_affect,3,3309
2025_llm_enhanced_multi_agent_architecture_conversation_assessment.pdf,10.1007/978-3-031-98417-4_9,An LLM-Enhanced Multi-agent Architecture for Conversation-Based Assessment,2025,,E_ethics_policy|F_perception_affect|G_review_methodology,3,23321
2025_coders_critics_empowering_students_through_peer_assessment.pdf,10.1109/iset65607.2025.00022,From Coders to Critics: Empowering Students through Peer Assessment in the Age of AI Copilots,2025,,A_automated_grading|C_academic_integrity|D_formative_adaptive|E_ethics_policy|F_perception_affect|G_review_methodology,6,5028
2025_seeing_forest_trees_solving_visual_graph_tree.pdf,10.1145/3716640.3716654,Seeing the Forest and the Trees: Solving Visual Graph and Tree Based Data Structure Problems using Large Multimodal Models,2025,,B_authentic_assessment|C_academic_integrity|E_ethics_policy|F_perception_affect|G_review_methodology,5,9493
2025_assessing_student_readiness_perceptions_chatgpt_learning_case.pdf,10.28945/5599,ASSESSING STUDENT READINESS AND PERCEPTIONS OF CHATGPT IN LEARNING: A CASE STUDY IN INDONESIAN HIGHER EDUCATION,2025,,B_authentic_assessment|C_academic_integrity|D_formative_adaptive|E_ethics_policy|F_perception_affect|G_review_methodology,6,12454
2024_wip_faculty_perceptions_chatgpt_survey_engineering_education.pdf,10.1109/fie61694.2024.10893393,WIP: Faculty Perceptions of ChatGPT - A Survey in Engineering Education,2024,,C_academic_integrity|E_ethics_policy|F_perception_affect|G_review_methodology,4,2996
2025_generative_ai_student_software_development_projects_user.pdf,10.1145/3723010.3723012,Generative AI in Student Software Development Projects: A User Study on Experiences and Self-Assessment,2025,,A_automated_grading|C_academic_integrity|D_formative_adaptive|E_ethics_policy|F_perception_affect|G_review_methodology,6,8857
2025_advancing_self_directed_learning_stem_education_integrating.pdf,10.1080/15391523.2025.2504358,Advancing self-directed learning in STEM education: integrating GPT-based learning aid with multimodal learning analytics,2025,,B_authentic_assessment|C_academic_integrity|D_formative_adaptive|E_ethics_policy|F_perception_affect|G_review_methodology,6,9657
2024_chatgpt_classroom_analysis_strengths_weaknesses_solving_undergraduate.pdf,10.1145/3626252.3630803,ChatGPT in the Classroom: An Analysis of Its Strengths and Weaknesses for Solving Undergraduate Computer Science Questions,2024,,C_academic_integrity|D_formative_adaptive|E_ethics_policy|F_perception_affect|G_review_methodology,5,6287
2024_llm_individual_contribution_summarization_software_projects.pdf,10.1145/3649409.3691092,LLM-based Individual Contribution Summarization in Software Projects,2024,,A_automated_grading|B_authentic_assessment|E_ethics_policy|F_perception_affect,4,1639
2024_chatgpt_cheat_detection_cs1_program_autograding_system.pdf,10.1145/3649217.3653558,ChatGPT and Cheat Detection in CS1 Using a Program Autograding System,2024,,A_automated_grading|C_academic_integrity|D_formative_adaptive|F_perception_affect,4,5132
2024_performance_large_language_model_scoring_construction_management.pdf,10.1002/cae.22796,Performance of a Large-Language Model in scoring construction management capstone design projects,2024,,A_automated_grading|B_authentic_assessment|D_formative_adaptive|E_ethics_policy|G_review_methodology,5,8751
2025_expanding_possibilities_generative_ai_qualitative_analysis_fostering.pdf,10.1002/jee.70024,Expanding possibilities for generative AI in qualitative analysis: Fostering student feedback literacy through the application of a feedback quality rubric,2025,,B_authentic_assessment|D_formative_adaptive|E_ethics_policy|F_perception_affect|G_review_methodology,5,20866
2025_role_artificial_intelligence_computer_science_education_systematic.pdf,10.3390/app15073960,The Role of Artificial Intelligence in Computer Science Education: A Systematic Review with a Focus on Database Instruction,2025,,A_automated_grading|B_authentic_assessment|C_academic_integrity|D_formative_adaptive|E_ethics_policy|F_perception_affect|G_review_methodology,7,14658
2025_engineering_students_perceptions_use_generative_artificial_intelligence.pdf,10.1002/cae.70064,Engineering Students' Perceptions and Use of Generative Artificial Intelligence,2025,,B_authentic_assessment|C_academic_integrity|D_formative_adaptive|E_ethics_policy|F_perception_affect|G_review_methodology,6,10525
2025_jorgpt_instructor_aided_grading_programming_assignments_large.pdf,10.3390/fi17060265,JorGPT: Instructor-Aided Grading of Programming Assignments with Large Language Models (LLMs),2025,,A_automated_grading|B_authentic_assessment|C_academic_integrity|D_formative_adaptive|E_ethics_policy|F_perception_affect|G_review_methodology,7,9754
2025_chatgpt_engineering_teaching_learning_student_faculty_perspective.pdf,10.1109/educon62633.2025.11016423,ChatGPT in Engineering Teaching & Learning: Student and faculty perspective,2025,,B_authentic_assessment|C_academic_integrity|D_formative_adaptive|E_ethics_policy|F_perception_affect|G_review_methodology,6,3435
2025_learning_without_limits_analysing_usage_generative_ai.pdf,10.1145/3702212.3702214,Learning without Limits: Analysing the Usage of Generative AI in a Summative Assessment,2025,,B_authentic_assessment|C_academic_integrity|D_formative_adaptive|E_ethics_policy|F_perception_affect,5,3646
2025_what_differences_between_student_chatgpt_generated_pseudocode.pdf,10.1007/s10639-025-13385-z,What are the differences between student and ChatGPT-generated pseudocode? Detecting AI-generated pseudocode in high school programming using explainable machine learning,2025,,A_automated_grading|C_academic_integrity|D_formative_adaptive|E_ethics_policy|F_perception_affect|G_review_methodology,6,16280
2026_generative_artificial_intelligence_assisted_stem_education_systematic.pdf,10.1111/ejed.70462,Generative Artificial Intelligence-Assisted STEM Education: A Systematic Review and Future Research Agenda,2026,,A_automated_grading|B_authentic_assessment|C_academic_integrity|D_formative_adaptive|E_ethics_policy|F_perception_affect|G_review_methodology,7,16808
2024_code_generation_grading_evaluating_auto_grading_mechanism.pdf,10.1145/3649217.3653582,Code Generation Based Grading: Evaluating an Auto-grading Mechanism for ``Explain-in-Plain-English″ Questions,2024,,A_automated_grading|C_academic_integrity|D_formative_adaptive|E_ethics_policy|F_perception_affect|G_review_methodology,6,5879
2025_bridging_educational_divide_chatgpt_s_integration_philippine.pdf,10.28945/5526,BRIDGING THE EDUCATIONAL DIVIDE WITH CHATGPT'S INTEGRATION IN PHILIPPINE HIGHER EDUCATION: Q-METHODOLOGY AND NARRATIVE INQUIRY STUDIES,2025,,B_authentic_assessment|C_academic_integrity|D_formative_adaptive|E_ethics_policy|F_perception_affect|G_review_methodology,6,12421
2025_generative_ai_education_retrieval_augmented_system_effective.pdf,10.1109/educon62633.2025.11016446,Generative AI for Education: A Retrieval-Augmented System for Effective Feedback in Self-Assessment,2025,,A_automated_grading|B_authentic_assessment|D_formative_adaptive|E_ethics_policy|F_perception_affect|G_review_methodology,6,6783
2026_ai_anxiety_educational_opportunity_equitable_practical_uses.pdf,10.1128/jmbe.00344-25,From AI anxiety to educational opportunity: equitable and practical uses of artificial intelligence in STEM education,2026,,A_automated_grading|B_authentic_assessment|C_academic_integrity|D_formative_adaptive|E_ethics_policy|F_perception_affect|G_review_methodology,7,7417
2025_ai_measurement_learning_challenge_assessment_opportunity_tutoring.pdf,10.1109/cispee64787.2025.11124148,"AI in Measurement-Based Learning: A Challenge for Assessment, an Opportunity for Tutoring",2025,,C_academic_integrity|F_perception_affect|G_review_methodology,3,3557
2023_chatgpt_ethical_implications_stem_research_higher_education.pdf,10.1186/s40594-023-00452-5,ChatGPT and its ethical implications for STEM research and higher education: a media discourse analysis,2023,,C_academic_integrity|E_ethics_policy|F_perception_affect|G_review_methodology,4,16246
2025_analysis_ai_teacher_feedback_grading_students_activities.pdf,10.46328/ijonse.5148,Analysis of AI and Teacher Feedback in Grading Students' Activities,2025,,A_automated_grading|B_authentic_assessment|C_academic_integrity|D_formative_adaptive|E_ethics_policy|F_perception_affect|G_review_methodology,7,8878
2026_ai_procedural_equalizer_performance_comparison_programming_engineering.pdf,10.3390/app16104884,AI as a Procedural Equalizer: Performance Comparison in Programming-Based Engineering Coursework Following the Emergence of Generative AI,2026,,A_automated_grading|B_authentic_assessment|C_academic_integrity|E_ethics_policy|F_perception_affect|G_review_methodology,6,8736
2024_assistance_misconduct_unpacking_complex_role_generative_ai.pdf,10.1109/fie61694.2024.10893133,From Assistance to Misconduct: Unpacking the Complex Role of Generative AI in Student Learning,2024,,B_authentic_assessment|C_academic_integrity|D_formative_adaptive|E_ethics_policy|F_perception_affect|G_review_methodology,6,6889
2024_automating_autograding_large_language_models_test_suite.pdf,10.1111/jcal.13100,Automating Autograding: Large Language Models as Test Suite Generators for Introductory Programming,2024,,A_automated_grading|D_formative_adaptive|E_ethics_policy|F_perception_affect|G_review_methodology,5,13326
2025_innovating_engineering_education_ai_case_study_chatgpt.pdf,10.1080/2331186x.2025.2539545,Innovating engineering education with AI: a case study on ChatGPT 4.0's role in statics-physics,2025,,A_automated_grading|C_academic_integrity|D_formative_adaptive|E_ethics_policy|F_perception_affect|G_review_methodology,6,8476
2024_engineering_assessment_age_generative_artificial_intelligence_critical.pdf,10.1109/weef-gedc63419.2024.10854936,Engineering Assessment in the Age of Generative Artificial Intelligence: A Critical Analysis,2024,,B_authentic_assessment|C_academic_integrity|D_formative_adaptive|E_ethics_policy|F_perception_affect|G_review_methodology,6,4384
2026_student_identification_social_economic_environmental_implications_generative.pdf,10.1080/03043797.2025.2482830,"Student identification of the social, economic and environmental implications of using Generative Artificial Intelligence (GenAI): identifying student ethical awareness of ChatGPT from a scaffolded multi-stage assessment",2026,,B_authentic_assessment|C_academic_integrity|D_formative_adaptive|E_ethics_policy|F_perception_affect|G_review_methodology,6,12360
2025_advancing_engineering_education_age_ai_through_innovative.pdf,10.1109/ccece64018.2025.11364458,Advancing Engineering Education in the Age of AI Through Innovative Methods,2025,,A_automated_grading|B_authentic_assessment|C_academic_integrity|D_formative_adaptive|E_ethics_policy|F_perception_affect|G_review_methodology,7,3404
2025_rubric_all_you_need_improving_llm_code.pdf,10.1145/3702652.3744220,Rubric Is All You Need: Improving LLM-Based Code Evaluation With Question-Specific Rubrics,2025,,A_automated_grading|D_formative_adaptive|E_ethics_policy|F_perception_affect|G_review_methodology,5,10821
2025_chatgpt_supportive_tool_creating_assessment_resources.pdf,10.18421/tem142-04,ChatGPT as a Supportive Tool for Creating Assessment Resources,2025,,A_automated_grading|C_academic_integrity|D_formative_adaptive|E_ethics_policy|F_perception_affect|G_review_methodology,6,6413
2025_exploring_student_reactions_llm_generated_feedback_explain.pdf,10.1145/3641554.3701934,Exploring Student Reactions to LLM-Generated Feedback on Explain in Plain English Problems,2025,,A_automated_grading|B_authentic_assessment|D_formative_adaptive|E_ethics_policy|F_perception_affect|G_review_methodology,6,6951
2025_exploring_higher_education_faculty_insights_generative_ai.pdf,10.28945/5546,EXPLORING HIGHER EDUCATION FACULTY INSIGHTS ON GENERATIVE AI IN CREATIVE COURSES,2025,,B_authentic_assessment|C_academic_integrity|D_formative_adaptive|E_ethics_policy|F_perception_affect|G_review_methodology,6,20259
2023_chatgpt_can_you_generate_solutions_my_coding.pdf,10.1145/3587102.3588794,"ChatGPT, Can You Generate Solutions for my Coding Exercises? An Evaluation on its Effectiveness in an undergraduate Java Programming Course.",2023,,D_formative_adaptive|E_ethics_policy|F_perception_affect|G_review_methodology,4,5997
2024_cheaters_ai_enhanced_learners_consequences_chatgpt_programming.pdf,10.34190/ejel.21.5.3154,Cheaters or AI-Enhanced Learners: Consequences of ChatGPT for Programming Education,2024,,A_automated_grading|C_academic_integrity|E_ethics_policy|F_perception_affect,4,8348
2024_asag2024_combined_benchmark_short_answer_grading.pdf,10.1145/3649409.3691083,ASAG2024: A Combined Benchmark for Short Answer Grading,2024,,A_automated_grading|D_formative_adaptive|E_ethics_policy|F_perception_affect|G_review_methodology,5,1941
2026_ai_disruption_engineering_education_analysis_changing_student.pdf,10.1007/s12528-025-09488-8,The AI disruption in engineering education: an analysis of changing student norms through cultural historical activity theory,2026,,B_authentic_assessment|C_academic_integrity|D_formative_adaptive|E_ethics_policy|F_perception_affect|G_review_methodology,6,15158
2024_avert_authorship_verification_evaluation_through_responsive_testing.pdf,10.1109/ithet61869.2024.10837675,AVERT (Authorship Verification and Evaluation through Responsive Testing): an LLM-Based Procedure that Interactively Verifies Code Authorship and Evaluates Student Understanding,2024,,C_academic_integrity|E_ethics_policy|F_perception_affect|G_review_methodology,4,6376
2024_exploring_students_faculty_s_knowledge_attitudes_perceptions.pdf,10.28945/5239,"EXPLORING STUDENTS' AND FACULTY'S KNOWLEDGE, ATTITUDES, AND PERCEPTIONS TOWARDS CHATGPT: A CROSS-SECTIONAL EMPIRICAL STUDY",2024,,A_automated_grading|B_authentic_assessment|C_academic_integrity|E_ethics_policy|F_perception_affect|G_review_methodology,6,15279
2026_enhancing_student_focus_problem_solving_real_time.pdf,10.1007/978-3-032-03870-8_28,Enhancing Student Focus and Problem -Solving with Real -Time LLM Feedback on Compiler Errors,2026,,A_automated_grading|B_authentic_assessment|D_formative_adaptive|F_perception_affect|G_review_methodology,5,5797
2025_educational_integration_esp32_project_learning_generative_ai.pdf,10.1109/enc68268.2025.11311879,"Educational Integration of ESP32 Project-Based Learning with Generative AI: Design, Implementation, and Evaluation in Two Engineering Cohorts",2025,,B_authentic_assessment|C_academic_integrity|D_formative_adaptive|E_ethics_policy|F_perception_affect|G_review_methodology,6,4373
2023_exploring_chatgpt_s_impact_post_secondary_education.pdf,10.1145/3593342.3593360,Exploring ChatGPT's impact on post-secondary education: A qualitative study,2023,,C_academic_integrity|D_formative_adaptive|E_ethics_policy|F_perception_affect|G_review_methodology,5,6027
2024_gpt_bert_benchmarking_large_language_models_automated.pdf,10.1145/3649409.3691090,From GPT to BERT: Benchmarking Large Language Models for Automated Quiz Generation,2024,,A_automated_grading|D_formative_adaptive|F_perception_affect|G_review_methodology,4,1733
2025_maintaining_assessment_validity_genai_era_insights_human.pdf,10.1109/istem-ed65612.2025.11129292,Maintaining Assessment Validity in the GenAI Era: Insights from Human-Machine Interaction,2025,,B_authentic_assessment|C_academic_integrity|E_ethics_policy|F_perception_affect|G_review_methodology,5,5121
2024_does_improvement_ai_tools_necessitate_different_approach.pdf,10.3233/atde240211,Does the Improvement in AI Tools Necessitate a Different Approach to Engineering Education?,2024,,C_academic_integrity|E_ethics_policy|F_perception_affect|G_review_methodology,4,4440
